,0,1,2,3,4,0
0.251,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.252,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.253,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.254,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.255,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.256,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.257,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.258,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.259,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.26,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.261,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.262,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.263,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.264,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.265,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.266,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.267,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.268,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.269,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.27,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.271,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.272,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.273,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.274,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.275,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.276,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.277,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.278,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.279,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.28,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.281,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.282,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.283,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.284,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.285,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.286,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.287,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.288,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.289,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.29,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.291,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.292,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.293,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.294,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.295,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.296,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.297,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.298,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.299,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.3,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.301,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.302,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.303,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.304,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.305,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.306,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.307,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.308,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.309,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.31,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.311,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.312,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.313,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.314,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.315,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.316,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.317,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.318,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.319,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.32,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.321,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.322,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.323,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.324,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.325,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.326,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.327,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.328,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.329,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.33,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.331,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.332,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.333,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.334,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.335,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.336,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.337,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.338,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.339,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.34,0.676584514,0.682202579,0.625590397,0.637210944,0.601567294,0.644631146
0.341,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.342,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.343,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.344,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.345,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.346,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.347,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.348,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.349,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.35,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.351,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.352,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.353,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.354,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.355,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.356,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.357,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.358,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.359,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.36,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.361,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.362,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.363,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.364,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.365,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.366,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.367,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.368,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.369,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.37,0.676584514,0.682202579,0.625590397,0.637210944,0.646284491,0.653574585
0.371,0.676584514,0.682202579,0.625590397,0.637210944,0.646284491,0.653574585
0.372,0.676584514,0.682202579,0.625590397,0.637210944,0.646284491,0.653574585
0.373,0.676584514,0.682202579,0.625590397,0.637210944,0.646284491,0.653574585
0.374,0.676584514,0.682202579,0.659880448,0.637210944,0.646284491,0.660432595
0.375,0.676584514,0.682202579,0.659880448,0.637210944,0.646284491,0.660432595
0.376,0.676584514,0.682202579,0.659880448,0.637210944,0.646284491,0.660432595
0.377,0.676584514,0.682202579,0.659880448,0.637210944,0.646284491,0.660432595
0.378,0.676584514,0.697721232,0.659880448,0.637210944,0.646284491,0.663536326
0.379,0.676584514,0.697721232,0.659880448,0.637210944,0.646284491,0.663536326
0.38,0.676584514,0.697721232,0.659880448,0.637210944,0.646284491,0.663536326
0.381,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.382,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.383,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.384,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.385,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.386,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.387,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.388,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.389,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.39,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.391,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.392,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.393,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.394,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.395,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.396,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.397,0.676584514,0.697721232,0.659880448,0.65368922,0.646284491,0.666831981
0.398,0.676584514,0.783224731,0.659880448,0.65368922,0.646284491,0.683932681
0.399,0.676584514,0.783224731,0.659880448,0.65368922,0.646284491,0.683932681
0.4,0.676584514,0.783224731,0.659880448,0.65368922,0.646284491,0.683932681
0.401,0.676584514,0.783224731,0.659880448,0.65368922,0.646284491,0.683932681
0.402,0.676584514,0.783224731,0.659880448,0.65368922,0.646284491,0.683932681
0.403,0.676584514,0.783224731,0.659880448,0.65368922,0.646284491,0.683932681
0.404,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.405,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.406,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.407,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.408,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.409,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.41,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.411,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.412,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.413,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.414,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.415,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.416,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.417,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.418,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.419,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.42,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.421,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.422,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.423,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.424,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.425,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.426,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.427,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.428,0.676584514,0.783224731,0.659880448,0.658127669,0.646284491,0.684820371
0.429,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.43,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.431,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.432,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.433,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.434,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.435,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.436,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.437,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.438,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.439,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.44,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.441,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.442,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.443,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.444,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.445,0.724181528,0.783224731,0.659880448,0.658127669,0.646284491,0.694339773
0.446,0.724181528,0.783224731,0.659880448,0.654831856,0.646284491,0.693680611
0.447,0.724181528,0.783224731,0.659880448,0.654831856,0.646284491,0.693680611
0.448,0.724181528,0.783224731,0.659880448,0.654831856,0.646284491,0.693680611
0.449,0.724181528,0.783224731,0.659880448,0.654831856,0.646284491,0.693680611
0.45,0.724181528,0.783224731,0.659880448,0.654831856,0.646284491,0.693680611
0.451,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.452,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.453,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.454,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.455,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.456,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.457,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.458,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.459,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.46,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.461,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.462,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.463,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.464,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.465,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.466,0.785943644,0.783224731,0.659880448,0.654831856,0.646284491,0.706033034
0.467,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.468,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.469,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.47,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.471,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.472,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.473,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.474,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.475,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.476,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.477,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.478,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.479,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.48,0.785943644,0.783224731,0.659880448,0.74488721,0.646284491,0.724044105
0.481,0.785943644,0.783224731,0.698079012,0.74488721,0.646284491,0.731683817
0.482,0.785943644,0.783224731,0.698079012,0.74488721,0.646284491,0.731683817
0.483,0.785943644,0.783224731,0.698079012,0.74488721,0.646284491,0.731683817
0.484,0.785943644,0.783224731,0.698079012,0.74488721,0.646284491,0.731683817
0.485,0.785943644,0.783224731,0.698079012,0.74488721,0.646284491,0.731683817
0.486,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.487,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.488,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.489,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.49,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.491,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.492,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.493,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.494,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.495,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.496,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.497,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.498,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.499,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616
0.5,0.785943644,0.783224731,0.698079012,0.74488721,0.715758482,0.745578616