Formula,Material ID,density,density_atomic,avg_Density_(g/mL),sum_Density_(g/mL),range_Density_(g/mL)
ReSe2,mp-541582,8.623761204,22.08766816,10.193333333333333,30.58,16.21
Rh2S3,mp-974381,6.144883119,16.32228804,6.202000000000001,31.009999999999998,10.33
RuS2,mp-2030,6.146853388,14.875961,5.513333333333333,16.54,10.33
RuSe2,mp-1922,8.078168323,17.74589633,7.326666666666666,21.98,7.61
Sb2O3,mp-2136,5.832523086,16.59924367,2.676,13.38,6.69
Sb2Os,mp-2695,11.07442702,21.67934042,11.993333333333332,35.980000000000004,15.91
Sb2S3,mp-2809,4.375422722,25.7853956,3.918,19.59,4.620000000000001
Sb2Se3,mp-2160,5.506812533,28.97222169,5.550000000000001,27.75,1.9000000000000004
Sb2Te3,mp-1201,6.120536416,33.98489144,6.42,32.1,0.4500000000000002
Sb3IO4,mp-1209215,5.337350976,21.62969185,3.125,25,6.69
Sb5IO7,mp-556869,5.22553452,20.72131656,2.9523076923076923,38.38,6.69
Sb8I2O11,mp-1219562,5.347974797,20.75731432,3.018095238095238,63.38,6.69
SbI3,mp-23281,4.741073522,43.9972468,5.37,21.48,1.7600000000000007
SbOsS,mp-1102833,10.04214832,18.96396236,10.453333333333333,31.360000000000003,20.53
SbOsSe,mp-1101771,10.54271968,20.52562551,11.36,34.080000000000005,17.810000000000002
SbPb2S2I3,mp-578882,5.9411813,34.273371,6.0525,48.42,9.33
SbPbBrO2,mp-1206466,7.06636434,20.71984594,4.242000000000001,21.21,11.4
SbPbIO2,mp-1219447,7.404747644,21.88098928,4.604,23.02,11.4
SbRuSe,mp-1102395,8.212739944,20.33970345,7.96,23.88,7.61
SbSBr,mp-22971,4.591719201,28.17507768,3.96,11.879999999999999,4.620000000000001
SbSI,mp-23041,4.8904498,31.77364531,4.563333333333333,13.69,4.620000000000001
SbSeBr,mp-1209072,5.070301438,30.63506978,4.866666666666667,14.600000000000001,3.5700000000000003
SbSeI,mp-22996,5.38743149,33.66064346,5.47,16.41,1.9000000000000004
SbTeI,mp-28051,5.504991243,37.832446,5.953333333333333,17.86,1.7600000000000007
SbTeOs,mp-1103213,10.8235992,22.48039539,11.843333333333334,35.53,16.36
SbTeRh,mp-1219458,8.733145642,22.32683955,8.443333333333333,25.33,6.16
SbTeRu,mp-1102857,8.703787411,22.28542119,8.443333333333333,25.33,6.16
Sc(CuSe)3,mp-1219527,6.103902577,18.36205559,6.32,44.24000000000001,5.970000000000001
Sc2O3,mp-216,3.818904932,11.99322772,1.1960000000000002,5.98,2.99
Sc2S3,mp-401,2.883972634,21.43138587,2.4379999999999997,12.19,0.9200000000000004
ScAg(PSe3)2,mp-13383,4.075887198,28.051161,4.587000000000001,45.870000000000005,8.68
ScAgO2,mp-11022,5.538115174,13.85424716,3.3725,13.49,10.5
ScCuO2,mp-3642,4.562429088,12.78413958,2.9875000000000003,11.950000000000001,8.96
ScNiSb,mp-3432,6.652273146,18.75554217,6.193333333333333,18.580000000000002,5.91
ScSbPd,mp-569779,7.085385842,21.33748076,7.226666666666667,21.68,9.01
ScTlS2,mp-13312,5.590737097,23.27635264,4.7575,19.03,9.83
ScTlSe2,mp-13313,6.44774219,26.22118766,6.1175,24.47,8.91
ScTlTe2,mp-13314,6.560546985,31.92596113,6.8425,27.37,8.91
Si(Bi3O5)4,mp-23492,9.189013027,15.63867319,3.616060606060606,119.33,9.75
Si3N4,mp-988,3.20207964,10.39261651,0.9985714285714286,6.99,2.33
Si3Ru2,mp-22192,6.914050613,13.75669932,6.3580000000000005,31.79,10.07
SiAs,mp-1863,3.559078571,24.02971868,4.03,8.06,3.4000000000000004
SiAs2,mp-978553,3.986183012,24.70680653,4.596666666666667,13.790000000000001,3.4000000000000004
SiB3,mp-569128,2.468922187,10.17583037,2.3375,9.35,0.01
SiGe,mp-1219182,3.92854447,21.28760779,3.825,7.65,2.99
SiP,mp-2798,2.259448359,21.70224679,2.075,4.15,0.51
SiP2,mp-9996,2.275614728,21.89933586,1.99,5.970000000000001,0.51
SiSe2,mp-1250007,3.575903402,28.79173593,3.9699999999999998,11.91,2.46
SiSn,mp-1009813,4.361247561,27.9460933,4.82,9.64,4.9799999999999995
Sm(CuTe)3,mp-1219189,6.910809724,24.84502857,7.588571428571429,53.120000000000005,2.7200000000000006
Sm(ErSe2)3,mp-13282,7.174218772,26.05992392,6.3469999999999995,63.470000000000006,4.28
Sm2Mn3(SbS3)4,mp-1192255,4.803028651,22.01714742,4.234761904761904,88.93,5.449999999999999
Sm2O3,mp-218,7.079480081,16.35883392,3.008,15.04,7.52
Sm2S3,mp-1403,5.745705004,22.94210591,4.25,21.25,5.449999999999999
Sm2Se3,mp-15081,6.868940344,25.99253327,5.882,29.41,2.7299999999999995
Sm2Te3,mp-1106376,7.076621181,32.07778497,6.752,33.76,1.2799999999999994
Sm2ZrSe5,mp-1198078,6.76097848,24.15366265,5.6875,45.5,2.7299999999999995
Sm3B(SO)3,mp-1105337,5.697334235,17.66486659,3.1109999999999998,31.11,7.52
Sm4GaSbS9,mp-1199065,5.183655836,23.09677882,4.086666666666667,61.3,5.449999999999999
Sm4InSbS9,mp-1196183,5.24194339,23.79229934,4.180666666666666,62.709999999999994,5.449999999999999
SmBiW2O9,mp-1200917,7.582166362,14.6736471,4.297692307692308,55.870000000000005,19.3
SmCuSe2,mp-11793,7.04872044,21.89871212,6.515000000000001,26.060000000000002,4.170000000000001
SmCuSeO,mp-9194,7.406205466,17.31261256,5.3175,21.27,8.96
Sn2SbS2I3,mp-1219046,4.731216525,35.27402191,5.029999999999999,40.239999999999995,5.24
Sn2WO5,mp-557633,6.151812947,16.91283606,4.24,33.92,19.3
Sn3Ir2Se3,mp-1194504,8.824949521,22.98998911,10.1375,81.1,17.61
Sn3WO6,mp-556980,5.935831754,17.79105433,4.122999999999999,41.230000000000004,19.3
SnBr2,mp-29862,4.652505947,33.13554924,4.516666666666667,13.55,4.1899999999999995
SnCl2,mp-29179,3.78377717,27.73813586,2.4366666666666665,7.31,7.31
SnGe,mp-995181,1.53094116,103.7741223,6.3149999999999995,12.629999999999999,1.9899999999999993
SnGeS3,mp-5045,3.590124056,26.59962154,3.768,18.839999999999996,5.24
SnI2,mp-27194,5.117978698,40.28818728,5.723333333333333,17.169999999999998,2.38
SnI4,mp-23182,4.1437087,50.19860172,5.406,27.029999999999998,2.38
SnO2,mp-856,6.873191556,12.13690651,2.4366666666666665,7.31,7.31
SnPbS3,mp-1188095,5.558311572,25.22067479,4.984,24.92,9.33
SnS,mp-2231,4.90139839,25.54044355,4.6899999999999995,9.379999999999999,5.24
SnS2,mp-1170,4.169006438,24.2754053,3.8166666666666664,11.45,5.24
SnSe,mp-691,5.802937999,28.28211824,6.05,12.1,2.5199999999999996
SnSe2,mp-665,5.540601276,27.63568424,5.63,16.89,2.5199999999999996
SnTe,mp-1883,6.32470507,32.33410672,6.775,13.55,1.0699999999999994
Sr(LaS2)2,mp-34141,4.794566938,24.42625173,3.3028571428571425,23.119999999999997,4.08
Sr(NdS2)2,mp-37108,5.098063552,23.46874644,3.5457142857142854,24.82,4.93
Sr(PrS2)2,mp-38240,4.947127513,23.86500295,3.4799999999999995,24.36,4.699999999999999
Sr2Be2B2O7,mp-556498,3.593061788,11.62069985,1.0353846153846153,13.46,2.54
Sr2ScSbO6,mp-1106218,5.389964205,13.49242584,1.476,14.760000000000002,6.69
Sr2SmTaO6,mp-1208761,6.716446697,14.89698886,2.92,29.200000000000003,16.6
Sr2TiO4,mp-5532,4.98714651,13.6564897,1.374285714285714,9.620000000000001,4.54
Sr2V3Se5O18,mp-1197632,3.906460764,15.34602511,1.6914285714285715,47.36,6.11
Sr3Ti2O7,mp-3349,5.022340117,12.96594697,1.3916666666666666,16.7,4.54
Sr4Te3(ClO2)4,mp-1218587,4.266658761,20.54689847,1.52,28.88,6.24
Sr4V2(Se2O7)3,mp-1204879,4.01880893,15.80284005,1.5490909090909093,51.120000000000005,6.11
Sr5V3O12F,mp-40674,3.977254285,15.94318781,1.4776190476190476,31.03,6.11
SrBiClO2,mp-547244,5.777712015,20.92603089,2.458,12.29,9.75
SrCrO4,mp-510607,3.926545564,14.35139776,1.6216666666666666,9.73,7.19
SrO,mp-2472,4.987595381,17.24920013,1.27,2.54,2.54
SrPbO3,mp-20489,7.669326838,14.84518852,2.7880000000000003,13.940000000000001,11.4
SrS,mp-1087,3.593405711,27.65365703,2.3049999999999997,4.609999999999999,0.4700000000000002
SrSe,mp-2758,4.468615505,30.95059279,3.665,7.33,2.25
SrSeO4,mp-4092,4.371653067,14.59719038,1.2216666666666667,7.33,4.79
SrSnO3,mp-2879,6.345516909,13.310875,1.97,9.85,7.31
SrTaNO2,mp-2583419,7.801190748,13.39183732,3.8280000000000003,19.14,16.6
SrTe,mp-1958,4.728243243,37.79217772,4.390000000000001,8.780000000000001,3.7
SrTh(PS4)2,mp-1194714,3.434406494,25.71119793,2.8699999999999997,34.44,9.879999999999999
SrTiO3,mp-4651,5.093987782,11.9625078,1.416,7.08,4.54
SrZrS3,mp-558760,3.958207414,23.07675958,3.0519999999999996,15.26,4.4399999999999995
Ta2Mn3O8,mp-31909,6.713164148,12.45730792,4.268461538461539,55.49,16.6
Ta2O5,mp-10390,8.728989206,12.00892098,4.742857142857143,33.2,16.6
Ta2Tl4S11,mp-18344,5.582844332,26.80675413,6.092352941176472,103.57000000000001,14.530000000000001
Ta4Cu2O11,mp-676563,7.935946171,12.63920784,4.960000000000001,84.32000000000001,16.6
Ta7Cu3O19,mp-28752,8.363505379,12.05831611,4.933793103448276,143.08,16.6
TaCu3S4,mp-10748,5.025571148,20.64475824,6.470000000000001,51.760000000000005,14.530000000000001
TaNO,mp-4165,10.89607431,10.71631596,5.533333333333333,16.6,16.6
TaTl3S4,mp-7562,6.565969587,29.1581294,7.572500000000001,60.580000000000005,14.530000000000001
TaTlS3,mp-10795,6.7182705,23.80353793,6.942000000000001,34.71,14.530000000000001
Tb(CuSe)3,mp-1217841,6.963066032,19.9791317,7.068571428571429,49.480000000000004,4.170000000000001
Tb(CuTe)3,mp-1217851,7.208168351,24.10198094,7.69,53.83,2.7200000000000006
Tb2(MoO4)3,mp-3114,4.417296002,17.63857084,2.7682352941176473,47.06,10.2
Tb2EuSe4,mp-646337,6.763508196,27.5556557,5.837142857142857,40.86,3.4400000000000004
Tb2O3,mp-1056,8.013812686,15.16148217,3.2920000000000003,16.46,8.23
Tb4Al2O9,mp-1200490,6.541877822,14.1072997,2.5546666666666664,38.32,8.23
Tb4GaSbS9,mp-1202576,5.542942251,22.28393747,4.276,64.14,6.16
TbWClO4,mp-1103802,5.715600438,18.35369876,3.932857142857143,27.53,19.3
TcS2,mp-9481,4.694071105,19.11796057,5.213333333333333,15.64,9.43
Te2Mo,mp-602,7.230668924,26.88002516,7.56,22.68,3.959999999999999
Te2Ru,mp-267,8.53132679,23.11482015,8.293333333333333,24.880000000000003,6.16
Te3As2,mp-484,5.771057634,30.65208834,6.036,30.18,0.5099999999999998
TeI,mp-569766,5.119597093,41.27420648,5.585,11.17,1.3100000000000005
TeI4,mp-570884,4.305102807,49.00250483,5.192,25.96,1.3100000000000005
TeO2,mp-8377,5.657354019,15.61507621,2.08,6.24,6.24
TePb,mp-19717,7.943355935,34.99455923,8.82,17.64,5.16
TePb3Cl4O3,mp-1196950,5.849961606,24.23113216,3.6763636363636363,40.440000000000005,11.4
TeSe,mp-1217322,5.345475456,32.08329665,5.515000000000001,11.030000000000001,1.4500000000000002
Th2Se5,mp-2392,8.264200973,24.653621,6.764285714285714,47.349999999999994,6.909999999999999
ThO2,mp-643,9.981284075,14.64218825,3.8999999999999995,11.7,11.7
ThSO,mp-8136,8.69217644,17.83677083,4.59,13.77,11.7
ThSeO,mp-7950,9.415368514,19.22360788,5.496666666666666,16.49,11.7
ThTeO,mp-3718,9.369622464,22.19088619,5.9799999999999995,17.939999999999998,11.7
Ti(Bi3O5)4,mp-23494,9.052858904,15.98383071,3.683030303030303,121.54,9.75
Ti6H2O13,mp-1191976,3.156810063,12.45435598,1.2971428571428572,27.240000000000002,4.54
TiCoSb,mp-5967,7.5570426,16.74081397,6.710000000000001,20.130000000000003,4.36
TiFe2Si,mp-866141,6.923222368,11.25154174,5.647500000000001,22.590000000000003,5.53
TiO2,mp-390,3.856139058,11.46399538,1.5133333333333332,4.54,4.54
TiS3,mp-9920,3.122852728,19.15080536,2.6875,10.75,2.47
TiTlPS5,mp-1542940,3.400311642,27.07584712,3.57625,28.61,10.08
Tl2BiP2S7,mp-559093,4.51390215,27.71762208,4.306666666666667,51.67999999999999,10.08
Tl2Cu2SnS4,mp-18240,6.129355431,23.56451284,6.3677777777777775,57.31,9.83
Tl2GeTe3,mp-29034,6.947759752,34.42473718,7.973333333333334,47.84,6.58
Tl2Hg3S4,mp-1188364,7.826202913,26.84736369,8.064444444444444,72.58,11.43
Tl2Hg3Se4,mp-1105692,8.363910944,29.25930725,9.273333333333333,83.46,8.71
Tl2Hg3Te4,mp-1190100,7.952895771,35.28518577,9.917777777777777,89.25999999999999,7.26
Tl2PAuS4,mp-9510,5.870987142,27.04522772,6.65,53.2,17.48
Tl2S,mp-667,7.990500577,30.5370144,8.623333333333333,25.87,9.83
Tl2Te3,mp-29711,7.558386525,34.78063099,8.504000000000001,42.519999999999996,5.66
Tl2TeBr6,mp-31076,5.568751622,33.65525843,5.417777777777777,48.76,8.780000000000001
Tl2TeI6,mp-31077,5.646120623,42.40938785,6.624444444444444,59.62,6.970000000000001
Tl2TeS3,mp-17172,5.701471747,30.70532474,6.041666666666667,36.25,9.83
Tl3AsSe3,mp-7684,7.297571446,30.06710837,7.9714285714285715,55.80000000000001,7.11
Tl3VS4,mp-5513,6.027814315,27.28456754,6.26125,50.09,9.83
Tl4CdI6,mp-570339,6.373296092,40.06186858,7.802727272727272,85.83,6.970000000000001
Tl4CuTeO6,mp-1191858,8.155925955,18.7425785,5.233333333333334,62.800000000000004,11.9
TlAsS2,mp-4988,5.264075448,27.08391406,5.442500000000001,21.770000000000003,9.83
TlAsSe2,mp-30236,6.058135249,29.96091196,6.8025,27.21,7.11
TlBiTe2,mp-27438,7.765457715,35.74084694,8.532499999999999,34.129999999999995,5.66
TlBr,mp-568949,6.905637603,34.18005657,7.51,15.02,8.780000000000001
TlCl,mp-571079,6.469049477,30.78176687,5.95,11.9,11.9
TlCr5S8,mp-541823,4.547170872,18.80377533,4.600714285714286,64.41,9.83
TlCuCl3,mp-1105457,4.966746229,25.02726395,4.172000000000001,20.86,11.9
TlGaS2,mp-4016,5.570099156,25.20846461,5.485,21.94,9.83
TlGaSe2,mp-17254,6.256269729,28.66710436,6.845000000000001,27.380000000000003,7.11
TlGaTe2,mp-3785,6.916599708,31.76899873,7.57,30.28,6
TlHg6S4Br5,mp-1204377,6.690046526,30.02885461,7.29875,116.78,11.43
TlHg6Se4Br5,mp-1202157,6.963926903,31.64337914,7.97875,127.66,10.379999999999999
TlInHgS3,mp-1190524,6.752903826,25.2451721,6.486666666666666,38.92,11.43
TlInS2,mp-20042,6.575468661,24.20118747,5.8375,23.35,9.83
TlInSe2,mp-22232,6.854806571,28.89500053,7.1975,28.79,7.11
TlInTe2,mp-22791,6.979255242,34.16610245,7.9225,31.69,5.66
TlN3,mp-870,5.822987526,17.56669021,2.975,11.9,11.9
TlS,mp-561066,6.501279131,30.19649145,6.985,13.97,9.83
TlSe,mp-1836,7.997060556,29.41722247,8.345,16.69,7.11
Tm(CuTe)3,mp-2514049,7.442324751,23.66269177,7.845714285714286,54.92,3.08
Tm2O3,mp-1767,9.150946298,14.0039418,3.728,18.64,9.32
UHg3(TeCl3)2,mp-567543,5.445825511,33.22904569,5.998333333333333,71.98,19
UHg4(AsCl3)2,mp-570252,5.382776447,33.29213363,6.4969230769230775,84.46000000000001,19
V2O5,mp-25279,3.437530506,12.55132115,1.7457142857142858,12.22,6.11
V2Pb4(Se2O7)3,mp-1203641,5.426534771,16.13872524,2.623030303030303,86.56,11.4
V2Zn3TeO10,mp-554700,4.232091488,14.36323471,2.490625,39.85,7.13
V3As2O9,mp-1216491,4.345672838,12.19111231,2.127857142857143,29.790000000000003,6.11
V3Bi(PbO4)3,mp-1216962,5.875469854,17.48387653,3.2778947368421054,62.28,11.4
VAg(IO4)2,mp-1198619,5.051185993,14.81022481,2.2058333333333335,26.47,10.5
VCu3S4,mp-3762,3.966135453,19.3555208,5.15875,41.27,6.890000000000001
VFeSb,mp-567636,7.969117301,15.87421281,6.886666666666667,20.66,1.75
VGa(TeO4)2,mp-1195697,4.936207297,14.12485784,2.0408333333333335,24.490000000000002,6.24
VO,mp-19184,5.318032743,10.45104318,3.055,6.11,6.11
VO2,mp-541404,4.067600255,11.28639326,2.0366666666666666,6.11,6.11
VZn2BiO6,mp-1105584,5.950271725,13.58332323,3.0120000000000005,30.12,9.75
WO3,mp-2383161,6.712705039,14.33760258,4.825,19.3,19.3
WSe2,mp-1821,8.655921754,21.8542422,9.626666666666667,28.880000000000003,14.510000000000002
Y(CuSe)3,mp-1216202,6.035351568,20.29807136,6.531428571428572,45.72,4.490000000000001
Y(CuTe)3,mp-1216225,6.544163963,24.0093495,7.152857142857143,50.07,4.490000000000001
Y2O3,mp-2652,5.026122833,14.92069227,1.788,8.94,4.47
Y2S3,mp-541289,3.805067246,23.91541597,3.03,15.149999999999999,2.4
Y3GaS6,mp-1189598,3.835477197,22.89529419,3.173,31.73,3.8300000000000005
Y6Zn(SiS7)2,mp-1216132,3.805279834,20.94470606,2.938695652173913,67.59,5.0600000000000005
YCuO2,mp-2918,5.001199948,15.3107011,3.3575,13.43,8.96
YMoClO4,mp-560118,3.75028934,17.98281675,2.095714285714285,14.669999999999998,10.2
YMoO4F,mp-555913,4.3567065,14.58381663,2.095714285714285,14.669999999999998,10.2
YN,mp-2114,5.821847705,14.67663862,2.235,4.47,4.47
YNiSb,mp-11520,7.046821291,21.15760374,6.686666666666667,20.060000000000002,4.430000000000001
YSbPd,mp-1207056,7.40343023,23.70673346,7.72,23.16,7.53
YSbPt,mp-4964,9.442610858,23.78450506,10.853333333333332,32.56,16.93
Zn(GaSe2)2,mp-15776,5.104347978,24.1988201,5.441428571428571,38.09,2.34
Zn(InS2)2,mp-674328,4.291947826,23.39645302,4.289999999999999,30.03,5.24
Zn(InSe2)2,mp-22607,5.28881257,27.40011228,5.844285714285714,40.91,2.5199999999999996
Zn(InTe2)2,mp-20832,5.552410893,34.41163833,6.672857142857143,46.71,1.0699999999999994
Zn2InCuSe4,mp-1215816,5.313536938,24.41578605,6.21125,49.69,4.170000000000001
Zn2InCuTe4,mp-1215701,5.611507583,30.31600486,6.93625,55.49,2.7200000000000006
Zn2MoSeO7,mp-1191333,4.329106643,14.5658875,2.659090909090909,29.25,10.2
Zn2TeMoO7,mp-1192126,4.742398328,14.8447847,2.790909090909091,30.7,10.2
Zn3(BO3)2,mp-557683,3.981291038,11.90003541,2.3699999999999997,26.07,7.13
Zn3(PS4)2,mp-30311,2.972209818,22.11952662,3.1992307692307693,41.59,5.31
Zn3As2,mp-680580,5.423547241,21.19141076,6.57,32.85,1.3999999999999995
Zn3P2,mp-2071,4.691224769,18.27705575,5.005999999999999,25.03,5.31
Zn6S5Cl2,mp-1215990,3.183939454,25.02109108,4.086923076923077,53.13,7.13
ZnAs,mp-7372,5.983306792,19.4728811,6.43,12.86,1.3999999999999995
ZnAs2,mp-7262,5.121352393,23.26434243,6.196666666666667,18.59,1.3999999999999995
ZnB12(H5O12)2,mp-1195627,2.241427856,9.28738898,0.7491489361702127,35.21,7.13
ZnCu2GeS4,mp-6408,4.443875004,18.37522795,4.83125,38.65,6.890000000000001
ZnCu2SiS4,mp-1189702,4.060762574,17.83141808,4.4575000000000005,35.660000000000004,6.890000000000001
ZnCu2SiSe4,mp-1232332,5.078185669,21.92606813,5.817500000000001,46.540000000000006,6.630000000000001
ZnCu2SiTe4,mp-1078498,5.713784559,26.55489605,6.5425,52.34,6.630000000000001
ZnGeN2,mp-2979,6.052679766,11.38971139,3.1125,12.45,7.13
ZnGeP2,mp-4524,4.179818738,19.86342364,4.0225,16.09,5.31
ZnHg3(SCl2)2,mp-1105779,4.98988694,29.05579922,5.177,51.77,13.5
ZnI2,mp-27161,4.378271017,40.3564069,5.663333333333332,16.99,2.2
ZnO,mp-2133,5.704217807,11.84928706,3.565,7.13,7.13
ZnS,mp-554820,4.141139565,19.54285559,4.6,9.2,5.0600000000000005
ZnSb,mp-753,6.346784758,24.48495171,6.91,13.82,0.4399999999999995
ZnSe,mp-1190,5.274845269,22.72392386,5.96,11.92,2.34
ZnSi(AgS2)2,mp-1189914,4.36453112,20.80609322,4.8425,38.74,8.43
ZnSiAs2,mp-3595,4.700003754,21.49316141,5.23,20.92,4.8
ZnSiP2,mp-4763,3.418565574,18.8761593,3.2750000000000004,13.100000000000001,5.31
ZnSnO3,mp-13334,6.556764827,11.75700788,2.888,14.44,7.31
ZnSnP2,mp-4175,4.52518183,22.57384849,4.52,18.08,5.489999999999999
ZnTe,mp-2176,5.616959252,28.52958071,6.6850000000000005,13.370000000000001,0.8899999999999997
ZrHg4(PCl3)2,mp-1200713,5.177212849,28.82340855,4.934615384615385,64.14999999999999,13.5
ZrO2,mp-2858,5.777331384,11.80569711,2.17,6.51,6.51
ZrS2,mp-1186,3.61866518,23.76303354,3.55,10.649999999999999,4.4399999999999995
ZrS3,mp-9921,3.608861479,21.55919347,3.1799999999999997,12.719999999999999,4.4399999999999995
ZrSe2,mp-2076,5.139046403,26.83463771,5.363333333333333,16.09,1.7199999999999998
ZrSe3,mp-1683,5.464371229,24.92645023,5.220000000000001,20.880000000000003,1.7199999999999998